GMRT-TAU_J043013.24+181327.4	04:30:13.237	+18:13:27.38	-	-	-	-	-	-	0.48	0.10	0.51	0.17	19	S	-	-	-	-	-	-
GMRT-TAU_J043014.35+180925.4	04:30:14.350	+18:09:25.37	1.04	0.21	1.39	0.32	30	S	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043014.70+184434.5	04:30:14.703	+18:44:34.54	10.59	0.62	28.89	1.60	367	M	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043015.67+183154.8	04:30:15.669	+18:31:54.81	-	-	-	-	-	-	0.85	0.17	0.64	0.31	37	S	-	-	-	-	-	-
GMRT-TAU_J043016.12+173705.1	04:30:16.116	+17:37:05.09	2.83	0.29	3.26	0.45	26	S	-	-	-	-	-	-	-	-	-	-	-	2M
GMRT-TAU_J043016.15+173420.0	04:30:16.147	+17:34:19.96	1.30	0.24	1.11	0.42	15	S	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043016.47+180901.9	04:30:16.466	+18:09:01.93	-	-	-	-	-	-	0.44	0.10	1.20	0.14	50	S	-	-	-	-	-	-
GMRT-TAU_J043017.70+183126.5	04:30:17.701	+18:31:26.45	-	-	-	-	-	-	1.09	0.18	1.89	0.27	135	S	-	-	-	-	-	-
GMRT-TAU_J043017.72+184037.7	04:30:17.715	+18:40:37.65	3.77	0.32	4.17	0.48	36	S	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043018.84+172542.5	04:30:18.839	+17:25:42.51	6.07	0.50	12.15	0.83	222	S	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043019.69+184903.9	04:30:19.695	+18:49:03.92	4.12	0.36	7.54	0.57	84	C	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043019.85+184845.0	04:30:19.848	+18:48:45.04	0.87	0.27	0.86	0.48	84	C	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043019.94+184821.0	04:30:19.944	+18:48:21.00	1.73	0.32	3.07	0.47	55	S	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043020.93+173808.0	04:30:20.932	+17:38:07.99	2.37	0.31	4.18	0.46	56	C	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043021.39+173821.2	04:30:21.386	+17:38:21.24	4.07	0.34	5.02	0.51	56	C	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043021.85+190030.7	04:30:21.847	+19:00:30.72	34.70	1.81	49.13	2.58	427	S	-	-	-	-	-	-	-	-	L	-1.22	0.13	N 
GMRT-TAU_J043022.77+184731.7	04:30:22.773	+18:47:31.73	2.86	0.35	5.34	0.53	113	S	-	-	-	-	-	-	-	-	-	-	-	-
